2529967,41077718,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11105.0,20-65 18 STREET,18 STREET,20 AVENUE,20 ROAD,,,ADDRESS,Astoria,,,Closed,12/30/2018 07:07:53 PM,11/30/2018 07:15:12 PM,01 QUEENS,QUEENS,1007685.0,225202.0,Unspecified,QUEENS,,,,,,,,40.78477259216737,-73.91537517705491,"(40.78477259216737, -73.91537517705491)"
2529968,41076446,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,10314.0,17 SHERADEN AVENUE,SHERADEN AVENUE,VICTORY BOULEVARD,PURDY AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,12/30/2018 09:59:40 AM,11/30/2018 10:03:10 AM,01 STATEN ISLAND,STATEN ISLAND,945829.0,162036.0,Unspecified,STATEN ISLAND,,,,,,,,40.6113444793556,-74.13837953259774,"(40.6113444793556, -74.13837953259774)"
2529969,41076084,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Mixed Use Building,11215.0,94 PROSPECT PARK WEST,PROSPECT PARK WEST,5 STREET,6 STREET,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 02:38:26 PM,11/30/2018 02:43:39 PM,06 BROOKLYN,BROOKLYN,991160.0,182184.0,Unspecified,BROOKLYN,,,,,,,,40.66672703086226,-73.97509184756589,"(40.666727030862255, -73.97509184756589)"
2529970,41075542,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10027.0,162 WEST 132 STREET,WEST 132 STREET,,,,,LATLONG,NEW YORK,,,Closed,12/30/2018 07:05:10 AM,11/30/2018 07:07:03 AM,Unspecified MANHATTAN,MANHATTAN,999624.0,235429.0,Unspecified,MANHATTAN,,,,,,,,40.81286061234785,-73.94446038027107,"(40.81286061234784, -73.94446038027107)"
2529971,41075524,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226.0,770 OCEAN AVENUE,OCEAN AVENUE,BEVERLEY ROAD,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 12:28:57 PM,11/30/2018 12:34:24 PM,14 BROOKLYN,BROOKLYN,995390.0,173892.0,Unspecified,BROOKLYN,,,,,,,,40.64396299561199,-73.95985786421359,"(40.64396299561199, -73.95985786421359)"
2529972,41075150,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,1-2 Family Dwelling,10304.0,15 PRINCE STREET,PRINCE STREET,VANDERBILT AVENUE,MICKARDAN COURT,,,ADDRESS,STATEN ISLAND,,,Closed,12/30/2018 02:54:01 PM,11/30/2018 02:57:01 PM,01 STATEN ISLAND,STATEN ISLAND,961439.0,164317.0,Unspecified,STATEN ISLAND,,,,,,,,40.61765928571097,-74.08216530774706,"(40.61765928571097, -74.08216530774706)"
2529973,41074805,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11412.0,191-41 114 DRIVE,114 DRIVE,FARMERS BOULEVARD,194 STREET,,,ADDRESS,Saint Albans,,,Closed,12/30/2018 07:44:56 AM,11/30/2018 07:52:02 AM,12 QUEENS,QUEENS,1050400.0,193206.0,Unspecified,QUEENS,,,,,,,,40.69673537848952,-73.76144458626517,"(40.696735378489514, -73.76144458626517)"
2529974,41074459,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11109.0,4-74 48 AVENUE,48 AVENUE,CENTER BOULEVARD,5 STREET,,,ADDRESS,Long Island City,,,Closed,12/30/2018 02:12:37 PM,11/30/2018 02:21:03 PM,02 QUEENS,QUEENS,996318.0,210550.0,Unspecified,QUEENS,,,,,,,,40.74457947195603,-73.9564482129711,"(40.74457947195603, -73.9564482129711)"
2529975,41073669,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10029.0,177 EAST  104 STREET,EAST  104 STREET,LEXINGTON AVENUE,3 AVENUE,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 10:30:57 AM,11/30/2018 10:40:23 AM,11 MANHATTAN,MANHATTAN,999168.0,227273.0,Unspecified,MANHATTAN,,,,,,,,40.790475411474624,-73.94612583188766,"(40.790475411474624, -73.94612583188766)"
2529976,41073258,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10304.0,15 PRINCE ST,PRINCE ST,,,,,LATLONG,STATEN ISLAND,,,Closed,12/30/2018 02:50:59 PM,11/30/2018 02:54:58 PM,Unspecified STATEN ISLAND,STATEN ISLAND,961482.0,164396.0,Unspecified,STATEN ISLAND,,,,,,,,40.6178762348238,-74.08201068808643,"(40.6178762348238, -74.08201068808644)"
2529977,41071895,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10009.0,207 AVENUE B,AVENUE B,EAST 12 STREET,EAST 13 STREET,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 04:07:42 PM,11/30/2018 04:15:30 PM,03 MANHATTAN,MANHATTAN,990160.0,204702.0,Unspecified,MANHATTAN,,,,,,,,40.72853441696061,-73.97867674182771,"(40.728534416960606, -73.9786767418277)"
2529978,41071818,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,3+ Family Apt. Building,11215.0,94 PROSPECT PARK WEST,PROSPECT PARK WEST,5 STREET,6 STREET,,,ADDRESS,BROOKLYN,,,Closed,12/30/2018 02:33:37 PM,11/30/2018 02:39:31 PM,06 BROOKLYN,BROOKLYN,991160.0,182184.0,Unspecified,BROOKLYN,,,,,,,,40.66672703086226,-73.97509184756589,"(40.666727030862255, -73.97509184756589)"
2529979,41069972,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10460.0,2048 MAPES AVENUE,MAPES AVENUE,EAST 179 STREET,EAST 180 STREET,,,ADDRESS,BRONX,,,Closed,12/30/2018 12:34:00 PM,11/30/2018 12:46:37 PM,06 BRONX,BRONX,1015711.0,247418.0,Unspecified,BRONX,,,,,,,,40.845724316233046,-73.8862888254859,"(40.845724316233046, -73.8862888254859)"
2529980,41069771,2018-11-30 00:00:00,11/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10029.0,1500 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,LATLONG,NEW YORK,,,Closed,12/30/2018 06:52:25 AM,11/30/2018 06:55:53 AM,Unspecified MANHATTAN,MANHATTAN,997851.0,225773.0,Unspecified,MANHATTAN,,,,,,,,40.78636043927332,-73.95088502038145,"(40.78636043927331, -73.95088502038146)"
2529981,41575216,2018-11-30 00:00:00,11/30/2018 08:00:00 PM,DEP,Department of Environmental Protection,FATF,,,,65-10 DOUGLASTON PKWY,DOUGLASTON PKWY,,,,,ADDRESS,,,,Closed,,11/30/2018 08:00:00 PM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,,,,,,,
2529982,41074950,2018-11-30 00:00:00,11/30/2018 02:58:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11222.0,89 GUERNSEY STREET,GUERNSEY STREET,NASSAU AVE,NORMAN AVE,,,ADDRESS,BROOKLYN,,,Closed,,11/30/2018 02:58:00 PM,01 BROOKLYN,BROOKLYN,997245.0,203157.0,Unspecified,BROOKLYN,,,,,,,,40.72428619718522,-73.95311707499675,"(40.72428619718522, -73.95311707499675)"
2529983,41071101,2018-11-30 00:00:00,01/03/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,10301.0,382 FOREST AVENUE,FOREST AVENUE,,,,,LATLONG,STATEN ISLAND,,,Closed,12/30/2018 11:55:25 PM,01/03/2019 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,955928.0,169096.0,Unspecified,STATEN ISLAND,,,,,,,,40.63076072870467,-74.10203598562418,"(40.63076072870467, -74.10203598562418)"
2529984,41077944,2018-11-30 00:00:00,01/02/2019 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10028.0,300 EAST   82 STREET,EAST   82 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,,Closed,12/30/2018 09:07:22 AM,01/02/2019 12:00:00 AM,08 MANHATTAN,MANHATTAN,997191.0,221683.0,Unspecified,MANHATTAN,,,,,,,,40.77513546507943,-73.9532762437015,"(40.77513546507943, -73.9532762437015)"
